num_features,reduction_methos,sensivity_mean,sensivity_std,specificity_mean,specificity_std,precision_mean,precision_std
1,None,0.30999999999999994,0.26853512081497105,0.9233333333333335,0.06957641780770255,0.225259933864585,0.06957641780770255
4,None,0.5050000000000001,0.2302776102398533,0.945,0.0249072353016221,0.4996478879472345,0.0249072353016221
7,None,0.5250000000000001,0.196143371598997,0.9472222222222222,0.026090745932602535,0.5356878546290311,0.026090745932602535
10,None,0.5449999999999999,0.16406299603099617,0.9494444444444443,0.026508015714484186,0.561414728059465,0.026508015714484186
13,None,0.6000000000000001,0.19293061504650377,0.9555555555555554,0.020454372254050477,0.5989781541987425,0.020454372254050477
16,None,0.59,0.1646545204697129,0.9544444444444444,0.02383067843280802,0.6006334517025728,0.02383067843280802
19,None,0.61,0.186785676348292,0.9566666666666667,0.01920933700724438,0.6086887615458083,0.01920933700724438
22,None,0.61,0.19832633040858022,0.9566666666666667,0.02219133656140037,0.610892524314351,0.02219133656140037
25,None,0.6099999999999999,0.18678567634829202,0.9566666666666667,0.02368633623010294,0.6154488897008079,0.02368633623010294
28,None,0.64,0.11254628677422755,0.96,0.02467900925771508,0.6606372917588088,0.02467900925771508
31,None,0.6400000000000001,0.1505545305418162,0.96,0.025228720542113198,0.6557587521174477,0.025228720542113198
34,None,0.615,0.15465014279549394,0.9572222222222223,0.025398065445916572,0.6316958761638396,0.025398065445916572
37,None,0.615,0.13343745934165396,0.9572222222222223,0.02734853536903349,0.6379897544480121,0.02734853536903349
40,None,0.6399999999999999,0.13498971154211056,0.96,0.02616293779622128,0.6615360989199999,0.02616293779622128
43,None,0.6050000000000001,0.1571446608843089,0.956111111111111,0.03002628021299601,0.6307432653567678,0.03002628021299601
46,None,0.6100000000000001,0.1822696415265642,0.9566666666666667,0.0273171687623493,0.6242643223163818,0.0273171687623493
49,None,0.62,0.16532795690182991,0.9577777777777777,0.024455665213658034,0.630858371418743,0.024455665213658034
52,None,0.655,0.18020050561034012,0.9616666666666666,0.024350267516409615,0.6643275454728039,0.024350267516409615
55,None,0.635,0.17167475709090785,0.9594444444444445,0.02400988593831547,0.645478566585546,0.02400988593831547
58,None,0.665,0.14916433890176298,0.9627777777777778,0.022536359891224145,0.6796454576256367,0.022536359891224145
61,None,0.67,0.15311578770474468,0.9633333333333335,0.0216278538083799,0.6822359064672633,0.0216278538083799
64,None,0.67,0.16193277068654824,0.9633333333333333,0.02315925659387182,0.6837078062639712,0.02315925659387182
67,None,0.6950000000000001,0.16064107680028653,0.9661111111111109,0.02213718296632386,0.7071765342818787,0.02213718296632386
70,None,0.715,0.15820169966779046,0.9683333333333334,0.024293868442381652,0.7354354211320155,0.024293868442381652
73,None,0.7050000000000001,0.16741498671796912,0.9672222222222222,0.023924033866249857,0.7235814659197011,0.023924033866249857
76,None,0.705,0.16574746520602426,0.9672222222222221,0.023490067363594925,0.7187070190394999,0.023490067363594925
79,None,0.71,0.14869805348796974,0.9677777777777777,0.02234533796888644,0.7238938064859116,0.02234533796888644
82,None,0.705,0.16406299603099617,0.9672222222222222,0.026378327971213922,0.7242933819992643,0.026378327971213922
85,None,0.705,0.15174906186786716,0.9672222222222222,0.03025384148425096,0.7339937002468971,0.03025384148425096
88,None,0.72,0.170293863659264,0.9688888888888888,0.02178583877015223,0.7298370184354166,0.02178583877015223
91,None,0.715,0.17488091186099566,0.9683333333333334,0.020462753476387055,0.7238547671499618,0.020462753476387055
94,None,0.705,0.17392527130926086,0.9672222222222221,0.02406695051301442,0.7164762930343762,0.02406695051301442
97,None,0.72,0.15846485765339619,0.9688888888888888,0.019807025121660646,0.7271415431161021,0.019807025121660646
100,None,0.725,0.1687371394276382,0.9694444444444443,0.020158834312108576,0.7309880432306062,0.020158834312108576
103,None,0.7150000000000001,0.17488091186099566,0.9683333333333332,0.020462753476387072,0.7206615002980598,0.020462753476387072
106,None,0.7000000000000001,0.18856180831641264,0.9666666666666666,0.019598157859737692,0.7016347687400319,0.019598157859737692
109,None,0.7150000000000001,0.17646214576755234,0.9683333333333334,0.020294471396737006,0.7202100840336134,0.020294471396737006
112,None,0.7100000000000001,0.18226964152656425,0.9677777777777777,0.018666078767932068,0.7111562998405103,0.018666078767932068
115,None,0.7100000000000001,0.17606816861659008,0.9677777777777777,0.0218800822040621,0.7174292615596964,0.0218800822040621
118,None,0.7100000000000001,0.18826694995257254,0.9677777777777777,0.02091854999473026,0.7135213032581453,0.02091854999473026
121,None,0.7300000000000001,0.18287822299126938,0.97,0.022406642166302487,0.7366549579404607,0.022406642166302487
124,None,0.7150000000000001,0.18265024257063311,0.9683333333333334,0.023722504118370187,0.7237269455316973,0.023722504118370187
127,None,0.7300000000000001,0.1602081978759722,0.97,0.01818212993871642,0.7324673984426306,0.01818212993871642
130,None,0.7200000000000001,0.1636391694484477,0.9688888888888888,0.020487876571761987,0.7266713123776658,0.020487876571761987
133,None,0.7100000000000001,0.18529256146249728,0.9677777777777777,0.020918549994730258,0.7129470230641317,0.020918549994730258
136,None,0.6799999999999999,0.1766981104093143,0.9644444444444444,0.02225306501599971,0.685858585858586,0.02225306501599971
139,None,0.6849999999999999,0.15643600040343086,0.9650000000000001,0.02062966287649423,0.6913073682423528,0.02062966287649423
142,None,0.675,0.1798919428743575,0.9638888888888888,0.02163578045471838,0.6830867145485197,0.02163578045471838
145,None,0.6950000000000001,0.15356865999719257,0.9661111111111111,0.021024839969607374,0.7020120935136415,0.021024839969607374
148,None,0.6849999999999999,0.1856669658884483,0.9649999999999999,0.02046275347638705,0.6880513082772809,0.02046275347638705
151,None,0.6699999999999999,0.17826322609494583,0.9633333333333333,0.019633123378812685,0.6717859371749533,0.019633123378812685
154,None,0.6849999999999999,0.14539218991709593,0.9650000000000001,0.02079523264982191,0.6924322169059012,0.02079523264982191
157,None,0.68,0.1456784892227477,0.9644444444444444,0.022098420578038958,0.6911538864210824,0.022098420578038958
160,None,0.7,0.15634719199411434,0.9666666666666666,0.018702786922892744,0.7040794385502623,0.018702786922892744
163,None,0.6950000000000001,0.14424131015612537,0.9661111111111111,0.01765583175785633,0.6999876864621447,0.01765583175785633
166,None,0.6900000000000001,0.1577621275493231,0.9655555555555555,0.022191336561400363,0.7002403066489754,0.022191336561400363
169,None,0.69,0.1559914527573012,0.9655555555555555,0.021243896888444417,0.6963914047693829,0.021243896888444417
172,None,0.675,0.1783411213252725,0.9638888888888888,0.02082818866518888,0.677234080512449,0.02082818866518888
175,None,0.68,0.15491933384829668,0.9644444444444444,0.020319802554585487,0.68573709228508,0.020319802554585487
178,None,0.6950000000000001,0.14033689623347256,0.9661111111111111,0.019501679432445587,0.7019164396498493,0.019501679432445587
181,None,0.7000000000000001,0.16158932858054428,0.9666666666666666,0.021436735005167074,0.7058190931875142,0.021436735005167074
184,None,0.7100000000000001,0.14102797200870787,0.9677777777777777,0.021243896888444417,0.7185590788565618,0.021243896888444417
