num_features,reduction_methos,sensivity_mean,sensivity_std,specificity_mean,specificity_std,precision_mean,precision_std
1,None,0.31500000000000006,0.2728959915832811,0.9238888888888889,0.06707948318578401,0.22683167701101703,0.06707948318578401
4,None,0.42000000000000004,0.2955221367906867,0.9355555555555556,0.05113257734939945,0.3483347101701675,0.05113257734939945
7,None,0.41500000000000004,0.29725596900838025,0.9349999999999999,0.034748755294442296,0.3545189393939394,0.034748755294442296
10,None,0.39499999999999996,0.31131441769803514,0.9327777777777777,0.03870769073917217,0.3456346749226006,0.03870769073917217
13,None,0.38499999999999995,0.3064582625198196,0.9316666666666666,0.03455081147221004,0.3412319828019625,0.03455081147221004
16,None,0.39,0.30166206257996714,0.9322222222222221,0.03063121944908937,0.34919239713704325,0.03063121944908937
19,None,0.38499999999999995,0.2953811097548386,0.9316666666666666,0.024434622044512203,0.3642773600668337,0.024434622044512203
22,None,0.39,0.29230881691191674,0.9322222222222221,0.022801102180179823,0.3673151619740709,0.022801102180179823
25,None,0.37,0.3181543999730669,0.9299999999999999,0.033965204498104785,0.35151649387593914,0.033965204498104785
28,None,0.395,0.30409245670062623,0.9327777777777777,0.0314760343871451,0.37772435897435896,0.0314760343871451
31,None,0.425,0.2700308624336608,0.9361111111111111,0.030117511050538146,0.42971310463415724,0.030117511050538146
34,None,0.43500000000000005,0.2867926079939997,0.9372222222222222,0.02709658586808393,0.4278993530623965,0.02709658586808393
37,None,0.45,0.27588242262078083,0.9388888888888889,0.02414519409334312,0.44219539530281227,0.02414519409334312
40,None,0.45,0.2778888666755511,0.9388888888888888,0.02327741683328987,0.4354276702742176,0.02327741683328987
43,None,0.45,0.270801280154532,0.9388888888888888,0.02283116297395916,0.4385137239781202,0.02283116297395916
46,None,0.4749999999999999,0.26378652985574025,0.9416666666666667,0.021950499242832773,0.46460401769999293,0.021950499242832773
49,None,0.45999999999999996,0.26225517683694594,0.9399999999999998,0.02249828525701842,0.44868345152999883,0.02249828525701842
52,None,0.485,0.25171633064048726,0.9427777777777777,0.026456216904432412,0.48621604770346194,0.026456216904432412
55,None,0.47999999999999987,0.2406010991015812,0.9422222222222221,0.03033873691299614,0.4891337453869424,0.03033873691299614
58,None,0.48,0.2616188916046478,0.9422222222222221,0.028831852527449728,0.48051744523355777,0.028831852527449728
61,None,0.495,0.24771175004652307,0.9438888888888888,0.024490696982387573,0.49264734165292784,0.024490696982387573
64,None,0.5,0.2645751311064591,0.9444444444444443,0.0234242789642102,0.4913326022869935,0.0234242789642102
67,None,0.51,0.2569046515733026,0.9455555555555556,0.023394980292375925,0.5032664115272809,0.023394980292375925
70,None,0.5200000000000001,0.2584139659108574,0.9466666666666665,0.023599307143813312,0.5130926501035196,0.023599307143813312
73,None,0.5250000000000001,0.25522321385189256,0.9472222222222222,0.02346085085059245,0.5196742545673121,0.02346085085059245
76,None,0.52,0.2594866727470475,0.9466666666666667,0.02595236746867386,0.5186515058013808,0.02595236746867386
79,None,0.5250000000000001,0.25522321385189256,0.9472222222222222,0.024462675580783147,0.5222819133419715,0.024462675580783147
82,None,0.53,0.24855135843076334,0.9477777777777776,0.021942686286812774,0.5233158099541761,0.021942686286812774
85,None,0.51,0.25254262566501084,0.9455555555555556,0.022036258934286682,0.5013752600823771,0.022036258934286682
88,None,0.515,0.249499498997493,0.946111111111111,0.023866627583479495,0.511245466785748,0.023866627583479495
91,None,0.525,0.25303710751148295,0.9472222222222222,0.025826529038854337,0.5244136022253871,0.025826529038854337
94,None,0.51,0.26853512081497105,0.9455555555555556,0.02522872054211317,0.5047556269266796,0.02522872054211317
97,None,0.52,0.2668749186833079,0.9466666666666667,0.026215316102498335,0.5175153306732254,0.026215316102498335
100,None,0.5050000000000001,0.2681728298442381,0.945,0.025720082304395063,0.5000098216197287,0.025720082304395063
103,None,0.52,0.2616188916046478,0.9466666666666667,0.024173583514193644,0.5147041558354352,0.024173583514193644
106,None,0.52,0.26583202716502513,0.9466666666666665,0.025147029921137695,0.5148304935804936,0.025147029921137695
109,None,0.525,0.26588426889239697,0.9472222222222222,0.024462675580783147,0.5185172080528118,0.024462675580783147
112,None,0.52,0.26583202716502513,0.9466666666666665,0.022406642166302473,0.5089860885874817,0.022406642166302473
115,None,0.52,0.26055496327817074,0.9466666666666667,0.022710681061860586,0.5088171350848836,0.022710681061860586
118,None,0.515,0.2656752403468064,0.946111111111111,0.020294471396736995,0.49803216734364647,0.020294471396736995
121,None,0.5050000000000001,0.2773385416177612,0.945,0.02086109261724287,0.48424347158218123,0.02086109261724287
124,None,0.495,0.2753280871170894,0.9438888888888888,0.021024839969607374,0.4730634674611534,0.021024839969607374
127,None,0.485,0.2838720368992574,0.9427777777777777,0.021762214141366806,0.4614516974571322,0.021762214141366806
130,None,0.48,0.2770880325416054,0.9422222222222221,0.021627853808379907,0.45684145569185153,0.021627853808379907
133,None,0.48500000000000004,0.2867926079939997,0.9427777777777777,0.02343159790798021,0.4628186944634313,0.02343159790798021
136,None,0.485,0.2759327615360106,0.9427777777777777,0.022988337235085518,0.4646886255069006,0.022988337235085518
139,None,0.48,0.29832867780352595,0.9422222222222223,0.024031301033345675,0.45254273046626875,0.024031301033345675
142,None,0.49499999999999994,0.2753280871170894,0.9438888888888888,0.02319624632610628,0.4761192854901922,0.02319624632610628
145,None,0.485,0.2759327615360106,0.9427777777777777,0.02400988593831547,0.46579155766246433,0.02400988593831547
148,None,0.48999999999999994,0.2674987019698517,0.9433333333333334,0.022345337968886457,0.468756121833925,0.022345337968886457
151,None,0.48500000000000004,0.264627620965344,0.9427777777777777,0.023577499678372936,0.4685829974623078,0.023577499678372936
154,None,0.485,0.2887232431085366,0.9427777777777779,0.0237225041183702,0.46133928571428573,0.0237225041183702
157,None,0.48500000000000004,0.29538110975483856,0.9427777777777777,0.025932538839163393,0.46781009984639005,0.025932538839163393
160,None,0.495,0.2900670420590538,0.9438888888888888,0.02676550612718112,0.4824582392245437,0.02676550612718112
163,None,0.48500000000000004,0.30372685096974883,0.9427777777777777,0.025532732696628375,0.4601313326554643,0.025532732696628375
166,None,0.48999999999999994,0.30166206257996714,0.9433333333333334,0.02890313039278026,0.47438269693529156,0.02890313039278026
169,None,0.48999999999999994,0.2979559997344873,0.9433333333333334,0.0274424200782855,0.47419098016781086,0.0274424200782855
172,None,0.48999999999999994,0.2979559997344873,0.9433333333333331,0.028424568673110953,0.47335764683447745,0.028424568673110953
175,None,0.48500000000000004,0.29538110975483856,0.9427777777777777,0.028454714581120005,0.46717568149547883,0.028454714581120005
178,None,0.48,0.3056868404829433,0.9422222222222221,0.027740716016405903,0.45508294966590485,0.027740716016405903
181,None,0.485,0.28387203689925733,0.9427777777777777,0.026195686510751076,0.46224311083182046,0.026195686510751076
184,None,0.48,0.2830390628713837,0.9422222222222221,0.02647565333431333,0.4594314043587868,0.02647565333431333
187,None,0.49000000000000005,0.27365834335698386,0.9433333333333331,0.026293687924887156,0.4748979486840268,0.026293687924887156
190,None,0.485,0.2819081804812025,0.9427777777777777,0.02671420659535302,0.46643006746039106,0.02671420659535302
193,None,0.475,0.28012893856619353,0.9416666666666667,0.028598972613852747,0.4613626660695626,0.028598972613852747
196,None,0.48,0.28205594401741574,0.9422222222222221,0.030451562653473273,0.4695976275305303,0.030451562653473273
1,PCA,0.31500000000000006,0.2728959915832811,0.9238888888888889,0.06707948318578401,0.22683167701101703,0.06707948318578401
4,PCA,0.465,0.23339284955247072,0.9405555555555555,0.02079523264982192,0.45056321588802406,0.02079523264982192
7,PCA,0.45500000000000007,0.22662989897873387,0.9394444444444444,0.02650801571448421,0.44910363562941297,0.02650801571448421
10,PCA,0.4749999999999999,0.25846770698784705,0.9416666666666667,0.02823694570736465,0.4630680104209516,0.02823694570736465
13,PCA,0.515,0.1972730763856707,0.946111111111111,0.026064444770743385,0.5250608624093999,0.026064444770743385
16,PCA,0.53,0.16532795690182991,0.9477777777777776,0.03273118680783068,0.5529122807017544,0.03273118680783068
19,PCA,0.505,0.15890248582070704,0.945,0.022898655473554994,0.5133234211608825,0.022898655473554994
22,PCA,0.49000000000000005,0.12202003478482083,0.9433333333333331,0.023394980292375935,0.5024986399909,0.023394980292375935
25,PCA,0.515,0.12703892666773003,0.946111111111111,0.02796848118227636,0.5374693974755894,0.02796848118227636
