label,num_features,reduction_methos,sensivity,specificity,precision
pop,118,PCA,0.95,0.8,0.9771428571428571
pop,121,PCA,0.9722222222222222,0.8,0.9776536312849162
pop,124,PCA,0.9722222222222222,0.85,0.9831460674157303
pop,127,PCA,0.9666666666666667,0.8,0.9775280898876404
pop,130,PCA,0.9777777777777777,0.8,0.9777777777777777
pop,133,PCA,0.9722222222222222,0.85,0.9831460674157303
pop,136,PCA,0.9666666666666667,0.8,0.9775280898876404
pop,139,PCA,0.9833333333333333,0.65,0.9619565217391305
pop,142,PCA,0.9666666666666667,0.7,0.9666666666666667
pop,145,PCA,0.9611111111111111,0.75,0.9719101123595506
pop,148,PCA,0.9555555555555556,0.7,0.9662921348314607
pop,151,PCA,0.9555555555555556,0.75,0.9717514124293786
pop,154,PCA,0.9666666666666667,0.8,0.9775280898876404
pop,157,PCA,0.9611111111111111,0.7,0.9664804469273743
pop,160,PCA,0.9611111111111111,0.75,0.9719101123595506
pop,163,PCA,0.9555555555555556,0.7,0.9662921348314607
pop,166,PCA,0.9611111111111111,0.65,0.9611111111111111
pop,169,PCA,0.9722222222222222,0.7,0.9668508287292817
pop,172,PCA,0.9611111111111111,0.7,0.9664804469273743
pop,175,PCA,0.9666666666666667,0.7,0.9666666666666667
pop,178,PCA,0.9666666666666667,0.7,0.9666666666666667
pop,181,PCA,0.9611111111111111,0.7,0.9664804469273743
pop,184,PCA,0.9611111111111111,0.7,0.9664804469273743
pop,187,PCA,0.9722222222222222,0.75,0.9722222222222222
pop,190,PCA,0.9777777777777777,0.7,0.967032967032967
pop,193,PCA,0.9777777777777777,0.6,0.9565217391304348
pop,196,PCA,0.9722222222222222,0.5,0.9459459459459459
pop,1,LDA,0.9333333333333333,0.75,0.9710982658959537
pop,4,LDA,0.9555555555555556,0.55,0.9502762430939227
pop,7,LDA,0.9666666666666667,0.6,0.9560439560439561
pop,10,LDA,0.9666666666666667,0.7,0.9666666666666667
pop,13,LDA,0.9611111111111111,0.65,0.9611111111111111
pop,16,LDA,0.9555555555555556,0.75,0.9717514124293786
pop,19,LDA,0.9555555555555556,0.65,0.9608938547486033
pop,22,LDA,0.9555555555555556,0.65,0.9608938547486033
pop,25,LDA,0.9555555555555556,0.65,0.9608938547486033
pop,28,LDA,0.95,0.75,0.9715909090909091
pop,31,LDA,0.9555555555555556,0.75,0.9717514124293786
pop,34,LDA,0.9555555555555556,0.75,0.9717514124293786
pop,37,LDA,0.9555555555555556,0.8,0.9772727272727273
pop,40,LDA,0.9555555555555556,0.7,0.9662921348314607
pop,43,LDA,0.9555555555555556,0.7,0.9662921348314607
pop,46,LDA,0.9555555555555556,0.7,0.9662921348314607
