label,num_features,reduction_methos,sensivity,specificity,precision
blues,1,None,0.05,0.9777777777777777,0.2
blues,4,None,0.25,0.9611111111111111,0.4166666666666667
blues,7,None,0.2,0.9722222222222222,0.4444444444444444
blues,10,None,0.3,0.9666666666666667,0.5
blues,13,None,0.25,0.9666666666666667,0.45454545454545453
blues,16,None,0.25,0.9611111111111111,0.4166666666666667
blues,19,None,0.15,0.9777777777777777,0.42857142857142855
blues,22,None,0.2,0.9777777777777777,0.5
blues,25,None,0.35,0.9722222222222222,0.5833333333333334
blues,28,None,0.25,0.9777777777777777,0.5555555555555556
blues,31,None,0.4,0.9888888888888889,0.8
blues,34,None,0.45,0.9833333333333333,0.75
blues,37,None,0.45,0.9833333333333333,0.75
blues,40,None,0.4,0.9666666666666667,0.5714285714285714
blues,43,None,0.35,0.9722222222222222,0.5833333333333334
blues,46,None,0.45,0.9722222222222222,0.6428571428571429
blues,49,None,0.4,0.9666666666666667,0.5714285714285714
blues,52,None,0.3,0.9666666666666667,0.5
blues,55,None,0.3,0.9666666666666667,0.5
blues,58,None,0.5,0.9666666666666667,0.625
blues,61,None,0.3,0.9722222222222222,0.5454545454545454
blues,64,None,0.35,0.9888888888888889,0.7777777777777778
blues,67,None,0.4,0.9888888888888889,0.8
blues,70,None,0.35,0.9833333333333333,0.7
blues,73,None,0.35,0.9888888888888889,0.7777777777777778
blues,76,None,0.45,0.9888888888888889,0.8181818181818182
blues,79,None,0.45,0.9833333333333333,0.75
blues,82,None,0.45,0.9833333333333333,0.75
blues,85,None,0.4,0.9833333333333333,0.7272727272727273
blues,88,None,0.5,0.9833333333333333,0.7692307692307693
blues,91,None,0.45,0.9777777777777777,0.6923076923076923
blues,94,None,0.5,0.9833333333333333,0.7692307692307693
blues,97,None,0.5,0.9833333333333333,0.7692307692307693
blues,100,None,0.5,0.9833333333333333,0.7692307692307693
blues,103,None,0.5,0.9777777777777777,0.7142857142857143
blues,106,None,0.5,0.9777777777777777,0.7142857142857143
blues,109,None,0.5,0.9833333333333333,0.7692307692307693
blues,112,None,0.5,0.9833333333333333,0.7692307692307693
blues,115,None,0.5,0.9833333333333333,0.7692307692307693
blues,118,None,0.5,0.9833333333333333,0.7692307692307693
blues,121,None,0.5,0.9833333333333333,0.7692307692307693
